Ticker,Current Ratio,Current ROA (TTM),Current ROI (TTM),Current ROE (TTM),Price/Cash Flow,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Annual Sales,Long Term Debt ,Book Value,Net Margin,5 Yr Hist. Div. Growth %,Dividend ,Cash Flow ,Net Income ,EBITDA ,5 Yr. Hist. EPS Growth,Beta,52 Week High,Last Close,Shares Outstanding ,12 Mo Trailing EPS,% Rating Hold,% Rating Strong Sell or Sell,% Rating Strong Buy or Buy,Market Cap 
GPRC,3.22,34.23,49.78,49.78,3.3,,2.85,,63.6,0,1.49,0.2,,0,10.37699,12.79199,13.90999,,0,2.48,1.71,20,0.6,0,0,100,34.2
GPRE,1.6,2.73,3.77,7.68,3.74,1.03,10.13,130.1,3553.71,493.39999,15.36,0.01,,0,90.938,38.40999,151.05,25.01,2.12,12.72,10.33,29.59,1.02,28.57,0,71.43,305.63
GPRO,1.54,9.92,14.3,14.3,17.74,1.75,27.58,9.4,576.23,0,15.06,0.09,,0,169.179,50.11999,151.38,12.13,0.84,86.66,64.53,45.23,2.34,47.06,0,52.94,2918.63
GPS,2.02,10.78,18.14,27.07,9.29,1.3,16.23,-2.16,14549,1606,5.64,0.06,8.5972,0.45269,1339,833,1949,15.29,1.26,26.87,25.48,490.17,1.57,53.57,14.29,32.14,12489.66
GPTX,,,,,,,,,,,,,,0,,,,,-0.47,0.03,0.0014,7.72,,,,,0.01
GPX,1.6,7.91,11.84,11.84,13.4,1.01,18.96,5.87,333.17,0,7.65,0.05,,0,22.27599,17.86,34.77,6.34,1.38,17.95,15.93,18.84,0.84,0,0,100,300.06
GPXM,,,,,,,,,0.11,,,,,0,,,,,0.21,0.17,0.036,360.26,,0,0,100,12.97
GR,2.63,8.1,13.48,21.99,13.58,1.16,19.4,3.9,8074.9,2374.3999,29.85,0.1,8.39029,1.15999,1153.69995,810.40002,1613.30004,9.42,0.9,126.43,125.1,125.8,6.45,100,0,0,15737.46
GRA,3.38,6.8,273.65,333.11,9.63,1.04,13.82,-1.76,3211.9,21.6,2.27,0.08,,0,416.63198,269.39999,546.79998,13.35,2.42,58.66,54.32,73.94,3.93,0,0,100,4016.37
GRBE,0.46,-6.5,-18.48,,,,,,575.46,116.98999,-1.46,,,0,-42.091,-66.78,-49,,1.76,0.73,0.0069,69.15,-0.41,0,0,100,0.48
GRBU,,,,,,,,,,,,,,0,,,,,149.8,0.03,0.004,23.14,,,,,0.09
GRC,3.06,10.28,14.5,14.5,13.59,1.25,18.71,1.61,359.49,0,10.23,0.08,3.4291,0.33599,42.35699,28.79999,54.13,5.03,1.31,35.49,27.43,20.99,1.47,25,0,75,575.78
GRDH,,,,,,,,,,,,,,0,,,,,-0.22,0.6,0.5,27.41,,,,,13.71
GRFS,2.99,,,,11.23,0.57,,,2500.93,3912.67993,4.95,0.03,,0,327.77899,69.94999,237.69,,0.12,8,7.85,468.74,,0,0,100,3679.63
GRH,0.04,-20.87,-42.8,,,,,,1.11,2.06999,-0.42,-4.35,,0,-4.527,-4.81,-3.74001,,1.75,3.3,2.06,25.89,,,,,53.33
GRIF,4.08,-1.45,-1.61,-2.46,31.06,,,-11.59,37.19,59.47999,20.12,-0.07,0,0.4,4.03299,-2.47001,7.01,,0.71,33.28,24.4,5.13,-0.5,,,,125.27
GRLL,,,,,,,,,,,,,,0,,,,,-0.85,0.4,0.0001,29.22,,,,,0
GRMH,0.54,-62.7,-525.38,-580.97,,,,,17.51,0.43,0.44,-0.34,,0,-5.63801,-5.89401,-15.15,,0.72,2.2,0.5,15.07,,,,,7.54
GRMN,2.98,12.3,16.69,16.69,14.17,1.61,16.82,0.57,2758.57,0,16.77,0.19,26.582,1.6,615.42602,520.89001,678.69,-3.66,1.37,48.86,44.91,194.62,2.67,63.64,9.09,27.27,8740.52
GRMS,0.09,-821.08,-4479.71,-4953.17,,,,,0.29,0.03999,0,,,0,-1.91,-1.91,-1.89,,3.05,0.12,0.02,443.98,-0.03,,,,8.88
GRNB,786.92,-3.84,-19.74,-62.97,,,,,153.41,247.30999,19.51,,,0,-58.105,-80.69001,-49.26,,0.9,2.91,1.83,133.17,-2.55,,,,243.71
GRO,,,,,,,,,4.4,0,,,,0,-4.52601,-8.96001,-3.11,,2.02,1.81,1.11,55.38,,,,,61.48
GROW,8.96,11.9,13.29,13.29,11.88,,19.33,-11.06,41.93,0,3.01,0.19,4.04029,0.23999,8.123,7.82999,12.31999,-16.95,1.77,10.05,6.96,13.86,0.36,,,,96.49
GRPN,1.33,-27.88,-169.49,-169.49,,,,,1624.74,0,1.1,-0.17,,0,-229.265,-279.42002,-222.01,,0.03,26.19,13.08,635.4,-1.11,55.56,16.67,27.78,8311.07
GRPR,,,,,,,,,,,,,,0,,,,,0.17,0.14,0.021,168.44,,,,,3.54
GRRF,1.27,2.75,6.03,6.49,3.48,,4.77,,260.75,13.63,10.7,,,0,20.051,14.71,33.2,,2.59,3.26,3.1,23.5,0.65,,,,72.84
GRT,0.04,-0.51,-1.92,-4.73,15.7,2.86,15.41,-3.59,267.88,0,2.44,0.07,-31.667,0.4,66.49299,19.54999,136.39999,-8.59,2.44,10.36,9.71,136.4,0.63,25,0,75,1324.48
GRVY,7.78,6.68,8.24,8.24,9.3,,8.26,,39.42,0,3.43,,,0,6.66499,3.54999,10.81,,1.27,3.41,2.23,27.8,0.27,,,,61.99
GRYE,,,,,,,,,,,,,,0,,,,,-1.47,0.01,0.001,,,,,,0.07
GRZ,25.63,-26.9,-28.02,,,,,,,101.83,-0.43,,,0,-22.47,-23.61001,-15.76001,,1.86,4.26,3.88,59.54,-0.39,,,,231.03
GS,0.79,0.47,1.81,6.51,9.04,0.48,26.29,-19.01,28811,173545,136.66,0.15,-0.43166,1.39999,6311,4442,16020,-17.35,1.43,160.42,115.93,494.9,4.41,60,0,40,57374.22
GSAC,,,,,,,,,,,,,,0,,,,,1.14,0.08,0.06,15.58,,,,,0.93
GSAT,0.76,-5.62,-6.35,-14.53,,,,-11.43,72.83,723.88,1.81,-0.75,,0,-24.997,-54.92,3.50999,,2.7,1.3,0.5994,297.87,-0.26,,,,178.54
GSB,1.13,4.56,7.45,8.75,18.24,,32.83,5.04,20.89,9.40999,0.78,0.03,,0,1.967,0.62999,1.61,-17.83,1.27,2.7,1.97,18.21,0.06,0,0,100,35.88
GSBC,0.78,0.86,5.99,11.76,3.39,,11.65,2.94,210.93,215.36,19.79,0.14,0.62076,0.72,88.34899,30.26,102.62999,-11.57,0.92,25.03,22.25,13.5,1.91,100,0,0,300.29
GSCB,0.69,0.59,5.16,7.47,37.75,,13.48,,18.53,20,12.63,0.13,,0,0.63899,2.32999,0.31999,,0.08,12,12,2.57,0.89,,,,30.82
GSE,,,,,8.43,0.98,,,464.45,,,,,0,,,,,0,13.52,13.1,18.29,,0,0,100,239.57
GSH,1.93,,,,13.5,,11.05,,2332.54,513.5,27.55,0.12,1.4263,0.60409,428.23699,286.44699,486.66,,1.16,21.38,19,141.97,1.72,,,,2697.41
GSI,,,,,1.65,,50.4,,1893.57,0,,,,0,33.49499,-7.67001,82.86,,2.21,2.26,1.008,56.06,0.02,,,,56.5
GSIG,3.55,8.21,10.4,14.88,8.75,,13.33,4.7,366.28,58,6.27,0.08,,0,45.23699,28.96999,60.36999,,1.37,12.65,11.86,33.51,0.89,0,0,100,397.49
GSIT,8.4,6.43,7.25,7.25,5.17,,13.23,17.49,97.76,0,4.51,,,0,22.47599,18.87,27.45999,21.53,0.96,9.08,4.1,27.92,0.31,66.67,0,33.33,114.48
GSJK,3.56,,,,9.29,,,,95.18,0,20.37,0.08,,0.4345,16.54599,7.25,26.72999,,0.1,19.33,16.595,9.24,,66.67,0,33.33,153.4
GSK,1.08,13.61,24.77,62.54,9.68,1.42,12.49,-0.33,43132.61,19578.49023,5.61,0.2,1.13119,2.20569,11729.09375,8756.80957,15041.24023,-0.1,0.62,46.35,44.97,2523.63,3.6,37.5,0,62.5,113487.64
GSL,0.65,2.47,2.86,7.17,2.45,,6.6,8.03,156.27,437.60998,7.05,0.06,,0,63.727,9.06999,58.93999,,1.66,6.93,3.3,47.46,0.5,,,,156.63
GSM,3.7,11.67,14.57,16.13,12.3,1.08,13.03,,641.86,34.97999,7.17,0.08,,0.15,86.84899,52.79999,120.94999,,0.66,24.9,14.2,75.05,1.09,50,0,50,1065.7
GSMI,,,,,,,,,,,,,,0,,,,,0.98,0,0.002,26.65,,,,,0.05
GSOL,1.02,11.68,25.36,25.36,6.6,1.45,6.51,3.51,225.07,0,4.11,0.14,,0,28.791,30.45999,30.32999,6.21,1.31,12.69,5.66,33.71,0.87,100,0,0,190.77
GSS,0.86,1.15,1.54,1.9,6.42,,53,33.61,471.01,10.75,1.69,0,,0,64.067,-2.07,90.38999,,0.88,3.25,1.59,258.67,0.03,66.67,33.33,0,411.29
GST,0.7,-1.04,-1.29,-1.39,13.37,,,2.07,40.24,30,3.64,-0.02,,0,12.38399,-0.74001,14.82999,,1.36,4.86,2.56,65.82,-0.07,40,0,60,168.51
GSTN,,,,,,,,,,,,,,0,,,,,-1.85,0.01,0.0005,75.59,,,,,0.04
GSTY,,,,,,,,,,,,,,0,,,,,-2,0.01,0.0014,7.17,,,,,0.01
GSVC,0.03,,,,,,,,0.16,0,12.95,-12.53,,0,-2.034,-2.03,-2.03,,0,20.45,19.92,11.52,,0,0,100,229.48
GSVI,,,,,,,,,,,,,,0,,,,,-1.15,0.35,0.071,7.5,,,,,0.53
GSX,0.54,-9.12,-12.16,-18.34,,,,-5.92,18.34,22.59,0.24,-0.4,,0,-1.48001,-7.30001,6.28,,1.8,0.42,0.2435,168.01,-0.04,,,,40.91
GT,1.65,2.89,7.14,48.98,2.06,0.14,5.57,0.64,22767,4789,2.12,0.02,,0,1259.23999,343,1697,-7.65,2.66,18.72,10.64,244.71,1.91,16.67,16.67,66.67,2603.69
GTAT,1.04,12.76,49.32,61.49,4.99,0.41,5.98,31.22,898.98,101.55999,1.94,,,0,184.41499,174.75,283.17001,55.86,1.35,17.11,7.36,118.3,1.23,25,16.67,58.33,870.69
GTAX,0.36,-6.61,-30.96,-47.38,,,,-6.18,41.48,3.64,0.01,-0.04,,0,-0.66101,-1.77,-0.20001,,0.45,0.07,0.021,97.49,-0.01,,,,2.05
GTE,1.87,7.58,10.57,10.57,4.49,,15,120.29,597.41,0,4.5,0.21,,0,348.57901,126.91,465.47,34.91,1.2,7.63,6,263.96,0.4,16.67,0,83.33,1583.77
GTHP,1.06,-88.42,-1808.43,-2035.26,,,,36.75,3.6,0.004,0.03,-1.85,,0,-2.99201,-6.64,-6.53001,,-1.27,1.74,0.839,51.66,-0.06,,,,43.34
GTI,2.64,7.43,9.33,11.77,7.47,1.39,10.8,2.48,1320.18,387.61999,9.21,0.12,,0,222.90899,153.17999,243.53999,-2.43,2.14,23.2,11.45,144.08,1.06,16.67,0,83.33,1649.76
GTIM,0.64,-12.56,-19.59,-35.19,1.63,,,-6.16,20.6,2.05999,0.79,-0.04,,0,1.921,-0.89,0.3,,1.87,2.4,1.15,2.73,,,,,3.13
GTIV,1.76,2.76,3.52,11.69,0.34,0.57,4.98,7.89,1798.78,973.21997,6.58,-0.25,,0,738.91198,-450.51999,178.64999,21.92,0.75,28.54,8.17,30.9,1.64,75,12.5,12.5,252.47
GTLL,,,,,,,,,,,,,,0,,,,,3.68,0,0.0001,14.2,,,,,0
GTLS,2.25,5,7.01,9.72,23.35,1.37,37.68,0.19,794.59,223.22,20.83,0.06,,0,87.44899,44.06999,118.62999,-6.51,2.6,75.76,69.33,29.64,1.84,30,0,70,2054.59
GTLT,0.48,1.52,3.01,6.79,8.08,,31.43,11.12,91.19,21.30999,0.97,0,,0,5.103,0.25,7.21,,0.08,2.39,2.2,18.91,0.07,,,,41.6
GTN,1.6,0.65,0.82,6.43,1.77,1.51,,0.15,307.13,827.40997,2.39,0.03,,0,50.361,9.02999,119.55999,,2.85,2.82,1.73,51.4,0,100,0,0,88.93
GTN.A,1.6,0.73,0.92,7.26,1.66,,5.74,0.15,307.13,827.40997,2.16,0.03,,0,53.25,9.02999,119.55999,,1.8,2.55,1.55,57.16,0.27,,,,88.6
GTOP,,,,,,,,,,,,,,0,,,,,0.68,0.01,0.0032,42.98,,,,,0.14
GTPS,,,,,14.97,,,,11.07,9,,,3.52509,0.56,1.87,1.32,3.24,,0.02,40,40,0.51,,,,,20.48
GTRNQ,,,,,,,,,,,,,,0,,,,,-0.04,0,0.0002,4.54,,,,,0
GTS,0.56,2.96,6.99,8.41,7.61,,11.31,7.45,2153.2,114.37999,23.69,0.03,,0,81.58999,58.02999,115.48999,-1.23,0.9,24.48,21.72,28.43,1.92,100,0,0,617.48
GTSI,2.26,0.3,0.53,0.53,10.9,,100.2,-9.89,356.67,0,10.05,0,,0,4.43599,0.5,5.86,-51.24,0.66,5.52,5.01,9.65,0.05,,,,48.35
GTTLQ,,,,,,,,,,,,,,0,,,,,10.9,0,0.005,54.28,,,,,0.27
GTWN,1.19,0.5,2.18,5.08,,,20,,11.81,43.36,7.58,,,0,,0.93,,,-0.43,8,7.8,2.69,0.39,,,,21.01
GTXI,12.66,-40.41,-43.21,-43.21,,,,30.65,14.74,0,1.14,-2.26,,0,-40.314,-33.29001,-40.31001,,0.94,6.57,3.49,62.8,-0.55,50,0,50,219.19
GTY,1.53,1.89,2.12,3.05,23.73,,40.68,6.63,112.88,170.50999,11.15,0.11,-8.7555,1.46,21.76,12.44999,26.87999,-7.58,0.98,26.24,15.46,33.39,0.38,0,100,0,516.27
GU,1.35,-9.24,-12.25,-12.25,,,,,61.81,0,7.53,,,0,-23.02401,-168.03301,-20.45001,,1.79,4.34,1.47,19.22,-1.07,,,,28.25
GUCG,,,,,,,,,,,,,15.713,7.35109,,,,,1.9,45,35,102.63,,,,,3591.98
GUID,1.3,0.47,1.5,1.5,42.23,,,2.56,104.6,0.05,0.95,-0.02,,0,6.56899,-1.64,3.93899,,1.2,11.76,10.87,27.09,0,0,33.33,66.67,294.44
GURE,8.67,15.44,16.55,16.77,1.33,,1.97,33.28,164.98,3.02999,7,0.19,,0,56.643,30.95,62.68,27.61,1.35,4.88,2.17,34.56,1.1,,,,75
GV,2.27,3.7,4.5,6.01,7.77,,,0.68,32.83,4.90999,0.6,0.03,,0,3.67,0.87,3.9,,1.47,1.2,1.12,25.45,,,,,28.5
GVA,2.03,3.31,4.96,6.42,9.51,2.38,21.13,-11.42,2009.53,218.41,21.41,0.03,2.88129,0.51999,111.70099,51.15999,160.33,-28.83,0.71,30.16,27.47,38.69,1.3,50,12.5,37.5,1062.68
GVFG,,,,,0,,,,,0,,,,0,1.01999,0.33,1.13999,,0.22,5.28,0.001,26.68,,,,,0.03
GVP,2.71,2.69,4.08,4.08,8.14,,27.88,14.02,51.13,0,2.1,0.05,,0,5.06099,2.79999,4.61999,3.92,0.53,2.43,2.23,18.36,0.08,50,0,50,40.95
GWLK,,,,,,,,,,,,,,0,,,,,-0.28,0.18,0.0303,38.51,,,,,1.17
GWPC,,,,,,,,,,,,,,0,,,,,2.35,0.01,0.005,57.85,,,,,0.29
GWR,0.92,5.46,8.4,13.13,12.09,0.82,18.8,8.39,829.1,569.02001,22.7,0.14,,0,182.973,119.48,263.10998,11.81,1.29,66.09,52.26,42.47,2.78,50,0,50,2219.43
GWRE,3.04,,,,,,,,,,3.25,,,0,,,,,-0.02,35.37,27.85,51.28,,25,0,75,1428.04
GWSV,0.56,,,,,,,,103.8,0,-21.41,,,0,-0.695,-0.57,-0.57,,0.19,36,23,2.72,,,,,62.56
GWW,1.94,15.09,23.27,25.42,18.32,1.49,23.41,4.68,8078.19,175.05,39.06,0.08,16.297,2.51999,805.56097,658.41998,1209.81005,13.3,0.93,219.48,211.61,70.27,9.04,66.67,0,33.33,14869.2
GWWCD,,,,,,,,,,,,,,0,,,,,-0.4,0.78,0.074,8.07,,,,,0.6
GXP,0.38,1.95,3.03,5.97,5.53,2.17,15.79,-7.46,2318,2742.30004,21.76,0.08,-17.066,0.83499,481.6,174.39999,784.70001,-8.57,0.69,21.97,19.58,136.16,1.24,75,0,25,2666.03
GXYEY,,,,,60.8,,,,2484.81,921.51,,,,0,181.751,117.97,282.77999,,0.46,28,27.95,417.59,,0,0,100,11671.67
GY,1.34,0.7,4.41,,10.61,,61.18,6.07,918.1,322.70001,-3.47,0,,0,37.84,2.9,71.09999,-23.56,1.6,7.1,6.73,58.8,0.11,0,0,100,395.72
GYPH,0.65,-18.04,-25.66,-31.26,,,,,,0,0.07,,,0,-3.33401,-2.74001,-3.329,,0.41,0.35,0.152,194.1,,0,0,100,29.5
GYRO,13.23,-2.61,-2.79,-5.88,,,,,5.51,21.13999,16.17,-0.2,,0,-0.21,-1.12001,0.98,,0.99,105,100.88,1.48,-0.86,,,,149.6
GZGT,,,,,,,,,,,,,,0,,,,,1.81,0.2,0.08,14.95,,,,,1.2
GZPFY,1.88,14,17.35,21.73,5.1,,5.12,,32772,4942,24.5,,-16.872,0.65908,4858,3433,6232,,1.32,27.15,26.11,948.26,5.1,50,0,50,24759.07
GZPHY,,,,,,,,,,,,,,0,,,,,0.06,21.35,17.06,10.99,,,,,187.57
GZT,0.86,,,,9.2,,,,1746.86,10311.90917,33.23,0.3,,0,190.75,527.89001,703.01,,-0.02,10.75,10.74,165.87,,,,,1781.42
H,2.8,1.87,2.32,2.77,4.05,1.66,49.32,,3698,1221,108.06,0.03,,0,441,113,445,,0.38,45.26,39.95,45.57,0.81,46.67,0,53.33,1820.4
HA,1.02,2.58,5.91,13.72,2.11,1.46,7.29,11.4,1650.46,424.42999,4.39,0,,0,119.36799,-2.64001,99.58999,50.68,1.85,6.96,4.96,50.73,0.68,42.86,0,57.14,251.62
HABC,,,,,,,,,24.53,38,,,,0,-24.62001,-26.12001,-19.13,,-0.81,0.1,0.011,2.82,,,,,0.03
HABK,,,,,,,,,,,,,,0,,,,,-0.39,0,0.0001,10.07,,,,,0
HAE,4.27,9.5,11.41,11.47,13.04,1.49,21.97,10.07,676.69,3.96,28.23,,,0,131.90699,79.98,158.22599,12.59,0.38,71.13,67.68,25.14,3.08,50,16.67,33.33,1701.54
HAFC,0.93,1.07,8.54,13.58,9.01,1.02,6.25,-16.72,152.65,85.69999,9.07,0.18,,0,34.95,28.13999,39.36,,1.48,11.44,10,32.07,1.6,25,0,75,320.67
HAIN,2.11,4.85,5.92,7.87,22.69,2.15,28.97,3.55,1130.26,229.53999,20.33,0.05,,0,84.345,54.97999,130.83999,0.86,0.94,45.68,44.04,44.35,1.52,27.27,0,72.73,1953.13
HAIPF,1.33,0.07,0.11,0.2,3.95,,500,,309.92,218.13,50.2,,,0,51.448,26.96999,49.77999,,1.24,81,40,5.09,0.08,,,,203.6
HAL,2.81,14.75,19.18,25.67,6.64,0.65,9.56,3.48,24829,4820,14.36,0.11,0,0.36,4455.7998,2839,6071,-1.74,1.55,57.27,32.13,920.16,3.36,11.54,0,88.46,29564.9
HALL,0.4,-1.46,-3.88,-4.98,,,,5.84,322.77,60.75,11.22,-0.03,,0,-5.76101,-10.82,-9.98,-10.33,1.03,8.64,7.23,19.26,-0.53,100,0,0,139.27
HALO,3.7,-25.15,-110.59,-110.59,,,,88.09,56.09,0,0.11,-0.35,,0,-18.68001,-19.76001,-18.67001,,1.52,13.35,10.9,112.09,-0.2,0,0,100,1221.82
HAMP,2.39,-15.92,-28.56,-28.57,,,,-25.46,86.15,0.00499,5.95,-0.12,,0,-10.191,-9.96001,-18.27001,,0.41,4.15,2.05,7.13,-2.26,,,,14.61
HAR,1.54,5.85,10.43,12.52,11.56,,18.31,-0.1,3772.34,378.39999,20.96,0.04,47.43199,0.05,272.31799,135.91,306.04998,-14.78,2.17,51.11,45.03,70.19,2.46,33.33,33.33,33.33,3160.48
HARL,1.05,0.66,1.79,9.78,9.98,,11.24,-1.24,39.01,250.19,15.39,0.14,2.9416,0.75999,6.20499,5.38999,19.6,12.8,0.3,18.07,16.52,3.71,1.47,,,,61.32
HAS,2.39,9.62,13.57,26.69,8.14,,12.51,3.5,4285.59,1400.86999,10.99,0.09,15.312,1.14999,570.92102,385.35998,771.66998,11.09,0.96,48.33,36.03,128.64,2.88,50,0,50,4634.97
HAST,2.21,-5.97,-10.17,-14.93,0.58,,,-1.84,496.39,53.27,10.27,-0.04,,0,30.86499,-17.57,32.56,-24.55,0.69,5.25,2.05,8.38,-1.7,100,0,0,17.18
HAUP,1.04,-16.72,-77.08,-77.08,,,,-19.94,42.34,0,0.47,-0.14,,0,-4.869,-5.84001,-4.66,,0.35,2.37,1.02,10.12,-0.47,,,,10.32
HAXS,,,,,,,,,,,,,,0,,,,,-0.18,0.4,0.0104,15.1,,,,,0.16
HAYN,4.43,5.96,12.55,12.61,16.22,,20.41,-5.46,542.9,1.34,22.93,0.06,,0.8,43.93999,31.12,61.61999,-32.26,2.32,67,58.38,12.29,2.86,20,0,80,717.32
HBAN,0.94,0.99,6.29,10.88,6.63,2.02,10.72,11.42,2950.85,3097.85009,5.82,0.18,-46.633,0.1,824.71301,542.60998,1070.32995,-21.86,1.65,6.85,6.325,865.82,0.59,63.16,5.26,31.58,5476.31
HBC,0.94,0.54,4.41,8.62,9.14,1.09,,,91008,161619,46.48,0.2,-23.151,1.95,16797,17944,44215,,1.2,54.73,42.94,3593.04,,16.67,16.67,66.67,154285.22
HBCP,1,0.66,2.71,4.13,,,22.27,16.94,45.22,93.62,17.11,0.11,,0,,5.11999,,,0.16,17.48,17.15,7.76,0.77,,,,133.05
HBHC,0.78,0.79,5.71,6.47,14.6,1.52,17.84,6.29,798.63,353.89001,27.95,0.1,0,0.95999,203.85099,76.75,180.77,-10.13,0.96,36.35,35.15,85.76,1.97,36.36,0,63.64,3014.6
HBI,2.5,6.46,10.04,39.33,7.12,0.92,10.36,0.12,4637.14,1807.77001,7.01,0.06,,0,379.06799,266.67999,584.27001,13.12,1.82,33.26,27.76,97.55,2.68,25,0,75,2708.07
HBIO,6.03,4.94,5.6,6.58,11.61,,19.05,7.76,108.86,16.29999,3.35,0.03,,0,9.817,3.80999,9.69999,6.92,0.98,6.14,4,28.75,0.21,,,,115.01
HBKS,0.91,0.83,6.06,8.48,8.73,,16.03,-1.98,13.07,4.78,12.43,0.18,0,0.23999,3.298,2.35999,4.46999,34.31,0.25,13,12.5,2.31,0.78,,,,28.81
HBM,5.29,3.7,4.84,4.84,4.33,,19.35,,889.47,0,10.69,-0.19,,0.20519,414.75299,-165.55001,317.38,,0.36,16.54,10.45,171.94,0.54,0,33.33,66.67,1796.8
HBMD,,,,,,,,,,,,,,0,,,,,-0.18,7,5.4,2.64,,,,,14.26
HBNC,1,0.88,2.91,12.3,5.06,,7.95,0.36,84.91,400.77999,21.95,0.15,4.1791,0.46667,17.627,12.78999,29.95999,3.35,0.78,18.9,17.97,4.97,2.26,25,0,75,89.26
HBNK,0.97,0.26,1.11,1.65,37.03,,51.38,-4.3,28.11,47.47,13.44,0.05,14.008,0.11999,2.26399,1.30999,4.88,,0.15,13.7,12.33,6.09,0.24,100,0,0,75.05
HBOI,,,,,,,,,,,,,,0,,,,,-19.11,2,2,0.6,,,,,1.2
HBOS,0.81,0.13,0.76,1.09,174.41,2.13,67.53,10.44,56.92,62.5,14.19,0.07,-16.143,0.11999,0.574,3.825,-0.14001,-34.18,0.64,12.42,11.48,8.71,0.17,100,0,0,100.01
HBP,2.61,-89.09,-102.72,-102.72,,,,11.89,4.55,0,0.16,-2.51,,0,-11.006,-11.42001,-10.68001,,0.37,3.22,1.8,67.22,-0.29,,,,121
HBPI,1.72,-8.3,-14.62,-52.04,,,,-17.2,478.7,52.2,0.84,-0.03,,0,-9.9,-13.2,-7.40001,,3.16,1.45,1.21,24.9,-0.72,,,,30.13
HBSL,,,,,,,,,,,,,,0,,,,,-0.55,0,0.002,33.87,,,,,0.07
HBTC,,,,,,,,,,,,,,0,,,,,1.06,0,0.0021,5.06,,,,,0.01
HBWO,,,,,,,,,,,,,,0,,,,,-40.23,2,0.08,0.06,,,,,0
HCA,1.3,5.75,8.13,,4.05,0.66,9.22,,32506,25645,-16.07,0.09,,0,2878.60107,2842,,,0.25,35.24,26.73,438.2,2.9,15.79,0,84.21,11713.19
HCBC,,,,,,,,,3.45,18.76,,,19.693,1,,0.23,,,0.15,21.25,20.75,0.86,,,,,17.87
HCBK,0.92,-1.47,-4.36,-15.37,,2.95,,8.01,2281.55,8125,8.65,-0.32,0.99606,0.38999,-619.849,-735.97999,-280.98002,26.83,0.76,9.82,6.75,528.12,-1.5,73.33,20,6.67,3564.8
HCC,0.42,3.05,7.83,8.82,10.77,1.27,11.89,0.23,2374,478.79,30.91,0.11,9.08769,0.6,308.225,255.24,396.67999,-3.33,0.66,33.09,31.16,104,2.62,62.5,12.5,25,3240.64
HCCI,1.54,1.14,1.51,1.78,44.16,1.42,243.56,10.19,152.86,20.82999,5.47,0.01,,0,7.124,1.47,8.13,-30.33,0.77,22.45,21.92,14.59,0.09,0,0,100,319.75
HCFL,,,,,13.11,,,,8.53,31.94,,,-12.49,0.23999,0.58999,0.40999,1.67999,,0.76,9.5,9.25,0.84,,,,,7.73
HCII,1.2,5.42,16,16,7.86,,9.8,7.38,94.84,0,10.32,0.11,,0.425,9.862,9.96,17.13999,-27.01,0.38,13,12.54,6.2,1.28,0,0,100,77.77
HCISQ,,,,,,,,,,,,,,0,,,,,0,0,0.0001,1.14,,,,,0
HCKT,2.18,9.77,12.39,12.39,21.1,0.88,17.66,4.17,225.12,0,3.22,0.1,,0,11.829,21.76,20.09,31.77,0.91,6.41,6.18,41.26,0.35,0,0,100,254.97
HCN,2.44,1.86,1.91,4.41,14.97,2.25,16.58,23.33,1421.16,7240.75,33.03,0.15,1.8729,2.835,672.781,217.61,912.75,-0.33,0.88,57.36,53.07,210.27,3.2,52.63,5.26,42.11,11159.29
HCOM,1.93,4.35,5.93,15.9,2.04,2.59,7,,395.16,297.39999,13.36,0.07,,0,92.18699,26.14999,113.94,,0.25,29.96,18.41,10.24,2.63,66.67,0,33.33,188.59
HCP,0.29,4.02,4.2,7.82,20.52,2.58,14.42,12.31,1725.39,7268.60986,21.87,0.31,1.9296,1.91999,766.41302,538.89001,903.51,3.71,1.17,42.5,38.5,419.42,2.67,43.75,25,31.25,16147.67
HCSG,5.11,13.67,17.69,17.69,33.03,1.74,36.51,10.94,889.07,0,3.26,0.04,20.70499,0.63249,43.53599,38.15,63.18999,5.91,0.59,22.04,21.54,66.87,0.59,60,0,40,1440.42
HD,1.55,9.3,13.5,21.54,13.78,1.29,20.22,-5.24,70395,10758,11.61,0.06,3.40229,1.03999,5565,3883,8356,-2.24,0.78,50.62,49.75,1524.89,2.46,41.67,0,58.33,75863.28
HDB,0.1,1.56,9.73,16.05,22.26,0.66,25.48,24.84,5337.94,2094.5,7.45,,19.42499,0.21882,1164.20605,924.90002,2026.09997,10.32,1.6,36.51,33.43,775.38,1.31,0,0,100,25920.82
HDII,0.84,-12.27,,,5.28,,,6.03,1.39,0,-0.02,0.29,,0,0.409,0.4,0.40299,,0.21,0.1,0.05,52.39,0,,,,2.62
HDLM,1.08,,,,,,,,,,0.1,,,0,,,,,2.1,0.11,0.025,20.5,,,,,0.51
HDNG,2.25,3.95,7.25,7.42,5.55,,9.18,-5.99,341.57,7.01999,12.61,0.04,-37.516,0.05,19.846,11.97999,24.54,-22.71,1.96,13.16,9.455,11.67,1.03,0,0,100,110.3
HDSN,2.01,3.24,5.09,5.35,44.96,,72.5,10.71,44.32,0.11999,0.8,0.02,,0,1.534,1.02999,3.03999,93.03,1.06,3.77,2.9,23.78,0.04,,,,68.97
